gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
OTULIN	ENST00000284274	7	1	1	1	1	3	1,6-7
OTX2	ENST00000672264	3	0		0		0	
OVOL2	ENST00000278780	4	0		0		1	2
OXA1L	ENST00000612549	10	0		0		1	3
OXCT1	ENST00000196371	17	0		0		0	
OXGR1	ENST00000541038	1	0		0		1	4
OXR1	ENST00000517566	16	0		1	7	10	3,5-8,10-11,14,16-17
P2RX2	ENST00000643471	11	0		1	1	2	1,10
P2RX6	ENST00000413302	12	0		0		0	
P2RY12	ENST00000302632	1	0		0		0	
P2RY8	ENST00000381297	1	0		0		0	
P3H1	ENST00000296388	15	0		0		1	14
P3H2	ENST00000319332	15	0		1	1	1	1
P4HA1	ENST00000394890	14	0		0		3	4,6,8
P4HA2	ENST00000360568	14	0		0		0	
P4HA2	ENST00000379104	14	2	8,13	2	8,13	2	8,13
P4HB	ENST00000331483	11	0		1	1	1	1
P4HTM	ENST00000383729	9	1	1	2	1,7	2	1,7
PABPC1	ENST00000318607	14	0		1	1	1	1
PABPC1L	ENST00000217073	14	0		1	4	2	2,4
PABPC5	ENST00000312600	1	0		0		1	2
PABPN1	ENST00000216727	7	1	1	1	1	1	1
PACS1	ENST00000320580	24	1	1	1	1	1	1
PACS2	ENST00000447393	25	1	1	1	1	1	1
PACSIN1	ENST00000244458	9	0		0		2	7,9
PACSIN3	ENST00000298838	9	0		0		0	
PADI3	ENST00000375460	16	0		0		1	2
PADI4	ENST00000375448	16	0		2	10,13	3	10-11,13
PADI6	ENST00000619609	16	0		1	15	1	15
PAFAH1B1	ENST00000397195	10	0		0		0	
PAH	ENST00000553106	13	0		0		0	
PAICS	ENST00000512576	9	0		0		6	2-4,6-7,9
PAK1	ENST00000356341	14	1	8	1	8	4	2,7-8,13
PAK2	ENST00000327134	14	1	10	1	10	5	4,7,10,13-14
PAK3	ENST00000372007	14	0		0		0	
PALB2	ENST00000261584	13	0		0		0	
PALLD	ENST00000505667	20	0		0		0	
PALS1	ENST00000261681	13	1	10	2	3,10	6	3,6,9-10,12,15
PAM16	ENST00000318059	5	0		0		3	1,3,5
PAN2	ENST00000440411	25	0		0		0	
PANK2	ENST00000610179	7	1	1	1	1	1	1
PANK4	ENST00000378466	19	2	10,14	6	1,4,7,10,14,19	11	1,3-4,6-7,9-10,14,16-17,19
PANX1	ENST00000227638	5	0		1	1	1	1
PAPPA2	ENST00000367662	22	0		1	5	11	2,4-6,8,11-12,14-15,18-19
PAPSS1	ENST00000265174	12	0		1	10	2	3,10
PAPSS2	ENST00000456849	13	0		0		1	3
PARK7	ENST00000338639	6	0		0		1	3
PARN	ENST00000437198	24	0		8	1,7-8,10,13,19,22-23	22	1-3,5-23
PARP1	ENST00000366794	23	0		0		0	
PARP6	ENST00000569795	22	0		0		1	14
PARS2	ENST00000371279	1	0		0		0	
PATL2	ENST00000682850	15	0		2	5,14	2	5,14
PAX1	ENST00000613128	5	1	1	1	1	1	1
PAX2	ENST00000355243	10	0		0		0	
PAX3	ENST00000392070	9	0		0		1	5
PAX4	ENST00000639438	10	0		0		0	
PAX5	ENST00000358127	10	1	8	2	7-8	3	3,7-8
PAX6	ENST00000640368	11	0		0		0	
PAX7	ENST00000420770	9	0		0		2	1,6
PAX8	ENST00000429538	11	0		0		0	
PAX9	ENST00000361487	4	0		0		0	
PBRM1	ENST00000707071	31	0		1	28	7	2,4,16,18,22,28-29
PBX1	ENST00000420696	9	0		0		3	1,5-6
PC	ENST00000393960	20	0		0		0	
PCARE	ENST00000331664	2	0		0		0	
PCBD1	ENST00000299299	4	0		1	1	1	1
PCBP2	ENST00000546463	14	0		0		1	11
PCCA	ENST00000376285	24	0		0		0	
PCCB	ENST00000251654	15	0		0		0	
PCDH10	ENST00000264360	5	0		0		2	1,4
PCDH12	ENST00000231484	4	0		0		1	4
PCDH15	ENST00000320301	32	0		0		0	
PCDH15	ENST00000644397	37	3	33-35	4	33-35,38	6	18,30,33-35,38
PCDH19	ENST00000373034	6	0		0		0	
PCDHA9	ENST00000532602	4	0		0		0	
PCDHGA5	ENST00000518069	4	0		0		1	1
PCDHGC4	ENST00000306593	4	0		0		0	
PCGF2	ENST00000620225	9	1	11	3	3,8,11	3	3,8,11
PCK1	ENST00000319441	9	0		1	3	5	3,6-8,10
PCK2	ENST00000216780	10	0		1	10	4	3,6-7,10
PCLO	ENST00000333891	25	1	21	3	4,19,21	9	1,3-4,7,11,15,19,21,24
PCNA	ENST00000379143	6	0		1	4	1	4
PCNT	ENST00000359568	47	0		0		1	30
PCSK1	ENST00000311106	14	0		0		0	
PCSK9	ENST00000302118	12	0		0		1	6
PCYT1A	ENST00000431016	8	1	9	1	9	2	7,9
PCYT2	ENST00000538936	13	1	1	1	1	1	1
PDCD1	ENST00000334409	5	0		2	2,5	2	2,5
PDCD10	ENST00000392750	7	0		0		0	
PDCD6IP	ENST00000307296	18	1	7	3	7,13,18	9	1,5,7-8,10,12-13,17-18
PDCL3	ENST00000264254	6	0		0		1	4
PDE10A	ENST00000539869	22	1	1	1	1	6	1,4,7,13-14,18
PDE11A	ENST00000286063	20	0		0		0	
PDE12	ENST00000311180	3	0		1	3	1	3
PDE1C	ENST00000396191	18	0		0		1	14
PDE2A	ENST00000334456	31	0		0		1	8
PDE3A	ENST00000359062	16	1	7	2	1,7	9	1,3-4,6-7,9-10,12,15
PDE4D	ENST00000340635	15	2	1,14	5	1,8,10,14-15	6	1-2,8,10,14-15
PDE6A	ENST00000255266	22	0		0		0	
PDE6B	ENST00000496514	22	0		0		0	
PDE6C	ENST00000371447	22	0		0		0	
PDE6D	ENST00000287600	5	0		0		0	
PDE6G	ENST00000331056	3	0		0		0	
PDE6H	ENST00000266395	3	0		0		0	
PDE8B	ENST00000264917	22	0		0		1	1
PDGFB	ENST00000331163	6	0		0		0	
PDGFD	ENST00000393158	7	0		1	3	1	3
PDGFRA	ENST00000257290	22	0		0		0	
PDGFRB	ENST00000261799	22	0		0		0	
PDGFRL	ENST00000251630	6	0		1	2	3	2,5-6
PDHA1	ENST00000422285	11	0		0		0	
PDHA2	ENST00000295266	1	0		0		0	
PDHB	ENST00000302746	10	0		0		0	
PDHX	ENST00000227868	11	0		0		0	
PDIA2	ENST00000219406	11	0		0		1	3
PDIA6	ENST00000272227	13	0		0		1	1
PDK3	ENST00000379162	11	1	7	2	4,7	8	4-11
PDLIM3	ENST00000284767	8	0		0		0	
PDLIM4	ENST00000253754	7	0		1	1	1	1
PDLIM7	ENST00000355841	12	1	5	2	5,7	2	5,7
PDP1	ENST00000297598	1	0		0		1	2
PDSS1	ENST00000376215	12	1	1	1	1	2	1-2
PDSS2	ENST00000369037	8	0		0		0	
PDX1	ENST00000381033	2	0		0		1	2
PDXK	ENST00000291565	11	1	5	1	5	2	1,5
PDYN	ENST00000217305	2	0		0		0	
PDZD7	ENST00000619208	16	0		1	17	1	17
PDZD8	ENST00000334464	5	0		0		2	4-5
PECR	ENST00000265322	8	0		0		0	
PEPD	ENST00000244137	15	0		0		0	
PER2	ENST00000254657	22	0		0		0	
PER3	ENST00000377532	21	2	6-7	2	6-7	10	2-3,6-7,10,12-13,16,19-20
PERCC1	ENST00000640283	1	1	2	1	2	1	2
PERP	ENST00000421351	3	0		0		2	2-3
PET100	ENST00000594797	4	0		0		0	
PET117	ENST00000432901	2	0		0		0	
PEX1	ENST00000248633	24	1	5	1	5	2	5,21
PEX10	ENST00000447513	6	0		1	1	1	1
PEX11B	ENST00000369306	4	0		1	4	2	3-4
PEX12	ENST00000225873	3	0		0		0	
PEX13	ENST00000295030	4	0		0		0	
PEX14	ENST00000356607	9	0		0		0	
PEX16	ENST00000378750	11	0		0		0	
PEX19	ENST00000368072	8	0		0		0	
PEX2	ENST00000357039	1	0		0		0	
PEX26	ENST00000399744	5	0		0		0	
PEX3	ENST00000367591	12	0		0		0	
PEX5	ENST00000675855	15	0		0		0	
PEX6	ENST00000304611	17	0		1	1	1	1
PEX7	ENST00000318471	10	1	1	1	1	1	1
PFKL	ENST00000349048	22	2	1,7	3	1,7,13	3	1,7,13
PFKM	ENST00000359794	22	0		0		0	
PFN1	ENST00000225655	3	0		0		1	2
PGAM2	ENST00000297283	3	0		0		0	
PGAP1	ENST00000354764	27	0		0		8	2-5,10-11,18,25
PGAP2	ENST00000278243	6	0		0		0	
PGAP3	ENST00000300658	8	0		0		1	1
PGK1	ENST00000373316	11	0		0		1	9
PGK2	ENST00000304801	1	0		0		0	
PGM1	ENST00000371084	11	0		0		0	
PGM2L1	ENST00000298198	14	0		2	7,12	4	7,11-13
PGM3	ENST00000513973	12	0		0		7	4-8,11-12
PGR	ENST00000325455	8	0		1	1	1	1
PGRMC1	ENST00000217971	3	0		0		0	
PHACTR1	ENST00000332995	13	0		1	8	5	4-5,8-10
PHACTR2	ENST00000440869	13	0		0		1	4
PHB1	ENST00000300408	6	0		0		1	3
PHC1	ENST00000544916	14	1	13	2	7,13	4	5,7,9,13
PHEX	ENST00000379374	22	0		0		0	
PHF10	ENST00000339209	12	2	1,5	5	1,3,5,11-12	7	1,3,5,8-9,11-12
PHF12	ENST00000332830	15	1	6	3	6,9,12	5	3,6,9,12,14
PHF21A	ENST00000676320	16	1	13	3	10,13,19	5	10,13,15-16,19
PHF5A	ENST00000216252	4	0		0		0	
PHF6	ENST00000370803	9	0		0		0	
PHF8	ENST00000338154	21	0		0		1	7
PHGDH	ENST00000641023	12	0		0		0	
PHIP	ENST00000275034	40	1	3	3	3,14,30	16	2-3,5,7,14,17,19,21,23-24,27,30,36-38,40
PHKA1	ENST00000373542	32	0		1	19	2	19,25
PHKA2	ENST00000379942	33	0		0		1	17
PHKB	ENST00000323584	31	0		0		0	
PHKG2	ENST00000563588	9	0		0		0	
PHLDB1	ENST00000600882	22	0		2	7,18	3	7,16,18
PHOX2A	ENST00000298231	3	1	3	2	1,3	2	1,3
PHOX2B	ENST00000226382	3	1	3	1	3	1	3
PHYH	ENST00000263038	9	0		0		0	
PHYKPL	ENST00000308158	12	1	1	3	1,6,12	3	1,6,12
PI4K2A	ENST00000370631	9	1	1	1	1	2	1-2
PI4KA	ENST00000255882	55	1	9	3	6,9,16	8	1,6-9,11,16,22
PI4KB	ENST00000368873	11	0		0		0	
PIBF1	ENST00000326291	17	0		0		6	2-3,5,8-9,17
PICALM	ENST00000393346	20	1	11	1	11	4	2,4,6,11
PICK1	ENST00000356976	12	0		0		0	
PIDD1	ENST00000347755	15	0		0		2	10,15
PIEZO1	ENST00000301015	51	0		3	1,17,29	8	1,12,17,23,29-30,36,49
PIEZO2	ENST00000674853	56	3	29,35,40	4	16,29,35,40	14	5,8-9,13,16,21,29-30,33,35,38,40-41,56
PIGA	ENST00000333590	5	0		3	2-3,6	5	2-6
PIGB	ENST00000164305	12	1	3	1	3	5	3,5,8,11-12
PIGC	ENST00000344529	1	0		0		0	
PIGF	ENST00000281382	5	0		0		2	2,4
PIGG	ENST00000453061	13	0		1	4	4	4,9-11
PIGH	ENST00000216452	4	0		0		1	1
PIGK	ENST00000370812	11	1	3	1	3	2	3-4
PIGL	ENST00000225609	7	0		0		0	
PIGM	ENST00000368090	1	0		0		0	
PIGN	ENST00000640252	28	0		1	10	8	4,9-10,12-13,17,20,22
PIGO	ENST00000378617	10	0		1	6	2	2,6
PIGP	ENST00000360525	4	0		0		0	
PIGQ	ENST00000321878	10	0		1	11	1	11
PIGS	ENST00000308360	12	0		0		1	1
PIGT	ENST00000279036	12	0		0		0	
PIGU	ENST00000217446	12	0		0		2	1,8
PIGV	ENST00000674202	3	0		0		0	
PIGW	ENST00000614443	1	0		1	2	1	2
PIGY	ENST00000527353	1	0		0		0	
PIK3C2A	ENST00000691414	32	1	6	4	6,12,16,21	11	3-4,6,9,12-13,15-16,21,24,33
PIK3C2B	ENST00000684373	32	2	13,16	4	2,13,15-16	4	2,13,15-16
PIK3CA	ENST00000263967	20	0		2	2,20	10	2,5,10,12,14,16,18-21
PIK3CD	ENST00000377346	22	0		0		0	
PIK3CG	ENST00000496166	10	0		0		1	11
PIK3R1	ENST00000521381	15	0		1	2	3	2,8,10
PIK3R2	ENST00000222254	15	1	6	1	6	2	2,6
PIK3R5	ENST00000447110	18	1	3	1	3	2	3,10
PIKFYVE	ENST00000264380	41	0		0		1	20
PINK1	ENST00000321556	8	1	1	1	1	1	1
PIP5K1C	ENST00000335312	18	1	1	1	1	1	1
PIR	ENST00000380420	9	0		0		5	3-5,9-10
PISD	ENST00000439502	8	0		0		0	
PITPNM3	ENST00000262483	20	1	1	1	1	2	1,12
PITRM1	ENST00000224949	27	0		0		1	7
PITX1	ENST00000265340	3	0		1	1	2	1,3
PITX2	ENST00000644743	3	0		0		0	
PITX3	ENST00000370002	3	0		0		1	4
PIWIL2	ENST00000356766	22	0		0		3	11,16,21
PJA1	ENST00000374571	1	0		0		0	
PJVK	ENST00000644580	6	0		0		1	3
PKD1	ENST00000262304	46	2	1,42	2	1,42	5	1,16,42-43,46
PKD1L1	ENST00000289672	57	2	4,31	7	4,15,18,31-32,39,56	16	4,7,9,12,14-15,18,20,31-32,39,44,46,49,51,56
PKD2	ENST00000237596	15	1	1	1	1	1	1
PKDCC	ENST00000294964	7	1	1	1	1	1	1
PKHD1	ENST00000371117	66	1	59	1	59	3	32,45,59
PKHD1L1	ENST00000378402	78	0		9	7,15,32,35,43,47,54,73-74	45	6-7,13,15,17-18,21-24,28,31-41,43,47-52,54-56,58-60,62-64,68,70-74,76
PKLR	ENST00000342741	11	0		0		0	
PKP1	ENST00000367324	13	0		0		0	
PKP2	ENST00000340811	13	0		0		0	
PLA2G2A	ENST00000482011	4	0		0		0	
PLA2G4A	ENST00000367466	17	0		0		0	
PLA2G5	ENST00000375108	4	0		0		0	
PLA2G6	ENST00000332509	16	0		0		0	
PLA2G7	ENST00000274793	11	0		0		0	
PLAA	ENST00000397292	14	1	8	2	8,14	6	5,7-9,13-14
PLAAT3	ENST00000415826	4	0		0		1	4
PLAG1	ENST00000316981	2	0		1	5	2	4-5
PLAGL1	ENST00000674357	2	1	8	1	8	1	8
PLAT	ENST00000220809	13	0		0		2	10,12
PLAU	ENST00000372764	10	0		0		0	
PLCB1	ENST00000338037	32	1	21	2	21,27	7	4,9,14,21,24,26-27
PLCB2	ENST00000260402	32	0		2	1,23	3	1,23,32
PLCB3	ENST00000279230	31	0		0		1	13
PLCB4	ENST00000378473	37	0		1	13	5	13,22,27,30,35
PLCD1	ENST00000334661	15	0		0		0	
PLCE1	ENST00000371380	31	0		0		1	2
PLCG1	ENST00000685551	32	0		1	1	4	1,8,16,28
PLCG2	ENST00000564138	32	1	24	1	24	1	24
PLCH1	ENST00000460012	22	2	2,20	2	2,20	7	2,9-10,12,20,22-23
PLCZ1	ENST00000266505	14	0		0		1	5
PLD1	ENST00000351298	26	0		0		4	3,10,16,19
PLD3	ENST00000409735	11	0		1	6	4	4-6,8
PLD4	ENST00000392593	10	0		0		1	11
PLEC	ENST00000345136	32	0		0		0	
PLEC	ENST00000356346	32	0		0		0	
PLEK	ENST00000234313	9	0		2	3,5	3	2-3,5
PLEKHA5	ENST00000429027	31	0		3	1-2,12	9	1-2,5,8-9,11-12,20,24
PLEKHA7	ENST00000531066	27	0		1	1	2	1,7
PLEKHG1	ENST00000696526	15	0		1	16	2	16-17
PLEKHG2	ENST00000425673	18	0		3	3,9,18	4	3,9,17-18
PLEKHG5	ENST00000377728	20	0		0		0	
PLEKHM1	ENST00000430334	11	0		2	4,9	4	4,6-7,9
PLEKHM2	ENST00000375799	20	1	1	1	1	2	1,15
PLEKHN1	ENST00000379410	16	0		0		2	10,12
PLG	ENST00000308192	19	0		0		0	
PLIN1	ENST00000300055	8	1	9	1	9	1	9
PLIN4	ENST00000301286	7	1	2	1	2	2	2,5
PLK1	ENST00000300093	10	0		0		0	
PLK4	ENST00000270861	16	0		2	5,7	4	5,7,13-14
PLN	ENST00000357525	1	0		0		0	
PLOD1	ENST00000196061	19	0		0		0	
PLOD2	ENST00000282903	20	0		0		0	
PLOD3	ENST00000223127	19	0		0		1	1
PLP1	ENST00000621218	7	0		0		0	
PLPBP	ENST00000328195	8	1	5	1	5	1	5
PLPP6	ENST00000381883	1	0		0		0	
PLS1	ENST00000457734	15	0		2	2,10	5	2-3,5,7,10
PLS3	ENST00000355899	15	0		3	5,7,10	11	2-5,7,9-12,14,16
PLTP	ENST00000372431	15	0		0		1	11
PLVAP	ENST00000252590	6	0		0		0	
PLXNA1	ENST00000393409	31	0		1	2	4	2-4,27
PLXNA2	ENST00000367033	31	0		0		3	14,28,30
PLXNA3	ENST00000369682	32	1	2	3	2,4,10	8	2-4,10,17,29-30,32
PLXNB2	ENST00000359337	35	0		1	8	3	8,18,37
PLXNC1	ENST00000258526	31	2	2,4	2	2,4	8	1-2,4,10-11,14,28-29
PLXND1	ENST00000324093	36	2	1,21	2	1,21	2	1,21
PMEL	ENST00000548747	11	1	10	1	10	2	6,10
PMEPA1	ENST00000341744	4	1	1	1	1	2	1,4
PMFBP1	ENST00000237353	20	0		0		2	6,16
PML	ENST00000268058	9	0		0		0	
PMM2	ENST00000268261	8	0		0		0	
PMP2	ENST00000256103	4	0		0		0	
PMP22	ENST00000312280	4	0		0		0	
PMPCA	ENST00000371717	13	0		0		1	7
PMPCB	ENST00000249269	13	1	8	2	8-9	4	4-5,8-9
PMS2	ENST00000265849	15	0		0		0	
PMVK	ENST00000368467	5	0		0		0	
PNKD	ENST00000273077	10	0		0		1	1
PNKP	ENST00000322344	16	0		0		0	
PNLDC1	ENST00000392167	19	2	3,5	3	1,3,5	3	1,3,5
PNLIP	ENST00000369221	12	0		0		3	10-12
PNP	ENST00000361505	6	0		0		1	2
PNPLA1	ENST00000636260	9	1	9	1	9	2	6,9
PNPLA2	ENST00000336615	9	0		1	2	1	2
PNPLA3	ENST00000216180	9	0		0		2	6,9
PNPLA4	ENST00000381042	6	0		2	6-7	4	2,4,6-7
PNPLA6	ENST00000600737	32	0		0		0	
PNPLA8	ENST00000257694	9	0		1	9	5	3-4,9-11
PNPO	ENST00000642017	7	0		0		0	
PNPT1	ENST00000447944	28	0		1	9	1	9
POC1A	ENST00000296484	11	0		0		1	10
POC1B	ENST00000313546	12	1	5	3	1,4-5	6	1,3-5,7,9
POC5	ENST00000428202	11	2	8-9	2	8-9	4	4,8-9,11
PODXL	ENST00000378555	9	1	6	2	3,6	3	1,3,6
POF1B	ENST00000262753	16	0		5	6-7,10,12,15	15	2,4-17
POFUT1	ENST00000375749	7	0		0		0	
POGLUT1	ENST00000295588	11	1	10	1	10	4	5,9-11
POGZ	ENST00000271715	18	1	11	1	11	3	2,9,11
POLA1	ENST00000379068	37	2	15,27	8	10,13,15,27,31-34	30	2,4-10,12-17,20-25,27-34,36-37
POLA2	ENST00000265465	18	0		1	11	2	6,11
POLD1	ENST00000440232	26	2	18,20	2	18,20	3	9,18,20
POLD2	ENST00000610533	10	0		0		0	
POLD3	ENST00000263681	12	0		0		1	6
POLE	ENST00000320574	49	3	18-19,28	3	18-19,28	3	18-19,28
POLE2	ENST00000216367	19	0		1	17	4	5,12,16-17
POLG	ENST00000268124	22	0		0		0	
POLG2	ENST00000539111	8	0		0		0	
POLH	ENST00000372236	10	0		1	11	1	11
POLR1A	ENST00000263857	34	0		1	30	2	14,30
POLR1B	ENST00000263331	15	0		1	13	6	5,7-9,13,15
POLR1C	ENST00000642195	9	0		0		0	
POLR1D	ENST00000302979	2	0		0		0	
POLR2A	NM_000937.5	30	1	30	2	29-30	4	17,28-30
POLR2C	ENST00000219252	9	0		0		0	
POLR3A	ENST00000372371	31	0		0		0	
POLR3B	ENST00000228347	28	0		0		0	
POLR3C	ENST00000334163	14	0		0		1	4
POLR3F	ENST00000377603	9	0		1	8	1	8
POLR3GL	ENST00000369314	7	0		0		0	
POLR3H	ENST00000355209	6	0		0		1	2
POLR3K	ENST00000293860	3	0		0		0	
POLRMT	ENST00000588649	21	0		1	10	3	3,5,10
POMC	ENST00000395826	2	0		0		0	
POMGNT1	ENST00000371984	21	0		0		0	
POMGNT2	ENST00000344697	1	0		0		0	
POMK	ENST00000331373	2	0		0		2	4-5
POMP	ENST00000380842	6	0		0		0	
POMT1	ENST00000402686	19	0		0		0	
POMT2	ENST00000261534	21	0		0		1	10
PON1	ENST00000222381	9	0		0		0	
PON2	ENST00000222572	9	0		0		0	
PON3	ENST00000265627	9	0		0		0	
POP1	ENST00000401707	15	0		0		1	16
POPDC1	ENST00000314641	7	0		0		5	2-6
POPDC2	ENST00000493094	3	0		0		2	1,3
POPDC3	ENST00000254765	3	1	3	1	3	3	2-4
POR	ENST00000461988	15	0		0		1	13
PORCN	ENST00000326194	14	0		0		0	
POT1	ENST00000357628	15	0		3	6,8,10	8	6-10,14,16-17
POU1F1	ENST00000350375	6	0		0		0	
POU2AF1	ENST00000393067	5	0		1	5	2	2,5
POU3F2	ENST00000328345	1	1	1	1	1	1	1
POU3F3	ENST00000361360	1	1	1	1	1	1	1
POU3F4	ENST00000644024	1	0		0		0	
POU4F1	ENST00000377208	2	1	2	1	2	2	1-2
POU4F3	ENST00000646991	2	0		0		0	
POU5F1	ENST00000259915	5	2	1,5	4	1-3,5	5	1-5
POU6F2	ENST00000518318	10	1	1	1	1	5	1,4-5,9-10
PPA2	ENST00000341695	12	0		0		3	5,8-9
PPARA	ENST00000407236	6	0		0		0	
PPARG	ENST00000651735	6	0		0		0	
PPCDC	ENST00000342932	5	0		0		0	
PPCS	ENST00000372561	3	0		1	1	2	1,3
PPFIA2	ENST00000549396	30	0		1	27	6	9-10,13,16,20,27
PPFIA3	ENST00000334186	28	0		4	13,15-17	5	4,13,15-17
PPFIBP1	ENST00000228425	28	1	8	1	8	7	4,6,8,13-14,18,28
PPIA	ENST00000468812	5	0		0		0	
PPIB	ENST00000300026	5	0		0		0	
PPID	ENST00000307720	10	0		0		2	2,4
PPIL1	ENST00000373699	4	0		0		0	
PPIP5K2	ENST00000358359	30	1	17	2	17,25	14	3,5-7,9-10,16-18,20,25,29-31
PPM1D	ENST00000305921	6	0		1	6	1	6
PPM1F	ENST00000263212	7	0		0		2	5,8
PPM1K	ENST00000608933	6	0		1	4	2	4,7
PPOX	ENST00000367999	12	0		0		0	
PPP1CB	ENST00000395366	8	0		0		1	3
PPP1R12A	ENST00000450142	25	0		0		8	3-5,8-9,14,17,20
PPP1R12B	ENST00000608999	24	0		0		4	4,8,10,16
PPP1R13L	ENST00000360957	12	1	4	3	4,7-8	4	4,7-8,12
PPP1R15B	ENST00000367188	2	0		0		0	
PPP1R17	ENST00000342032	4	0		0		1	4
PPP1R21	ENST00000294952	22	0		0		2	9,14
PPP1R36	ENST00000298705	12	0		0		3	7,10-11
PPP1R3A	ENST00000284601	4	0		0		0	
PPP1R3F	ENST00000055335	4	1	1	2	1,4	2	1,4
PPP2CA	ENST00000481195	7	0		0		3	2-3,5
PPP2R1A	ENST00000322088	15	0		0		2	5,12
PPP2R1B	ENST00000527614	15	0		1	13	2	12-13
PPP2R2B	ENST00000394411	9	0		1	2	6	2,4,6-8,10
PPP2R3C	ENST00000261475	13	0		1	13	2	2,13
PPP2R5C	ENST00000694906	16	1	1	1	1	2	1,3
PPP2R5D	ENST00000485511	16	0		1	3	2	3,15
PPP3CA	ENST00000394854	14	0		0		4	6-7,9,14
PPP3R1	ENST00000234310	6	0		0		2	3,5
PPP5C	ENST00000012443	13	0		0		1	9
PPT1	ENST00000642050	9	0		0		0	
PQBP1	ENST00000447146	6	0		0		0	
PRCC	ENST00000271526	7	0		1	3	2	3-4
PRCD	ENST00000592014	3	0		0		0	
PRDM10	ENST00000360871	20	1	13	2	13,19	7	3,11-13,16-17,19
PRDM12	ENST00000253008	5	1	5	1	5	1	5
PRDM13	ENST00000369215	4	0		2	2,4	2	2,4
PRDM15	ENST00000398548	23	0		0		3	4,6,24
PRDM16	ENST00000270722	17	0		1	2	4	1-2,9,15
PRDM5	ENST00000264808	16	0		0		0	
PRDM6	ENST00000407847	7	0		2	2-3	3	2-3,6
PRDM8	ENST00000415738	3	1	4	1	4	1	4
PRDM9	ENST00000296682	10	0		0		0	
PRDX1	ENST00000319248	5	1	4	1	4	1	4
PRDX3	ENST00000298510	7	0		0		0	
PREPL	ENST00000409411	13	0		1	11	5	5,7,9,11,13
PRF1	ENST00000441259	2	0		0		1	3
PRG4	ENST00000445192	12	0		0		0	
PRICKLE1	ENST00000345127	7	0		1	7	1	7
PRICKLE2	ENST00000638394	7	0		0		0	
PRICKLE3	ENST00000599218	9	0		3	2,4,7	6	2-4,7-9
PRIM1	ENST00000338193	13	0		0		2	2,9
PRIMA1	ENST00000393140	4	0		1	3	2	3,5
PRIMPOL	ENST00000314970	12	0		1	6	7	3-8,11
PRKACA	ENST00000308677	10	1	1	1	1	1	1
PRKACB	ENST00000370685	10	0		1	9	6	3-6,8-9
PRKACG	ENST00000377276	1	0		0		0	
PRKAG2	ENST00000287878	16	0		0		2	5,13
PRKAG3	ENST00000439262	13	0		0		0	
PRKAR1A	ENST00000589228	10	0		0		0	
PRKAR1B	ENST00000537384	10	0		0		2	7,11
PRKCA	ENST00000413366	17	1	7	2	1,7	3	1,7,16
PRKCD	ENST00000330452	17	0		0		1	17
PRKCG	ENST00000263431	18	0		0		0	
PRKCH	ENST00000332981	14	0		0		2	11-12
PRKCSH	ENST00000677123	16	0		0		0	
PRKD1	ENST00000331968	18	4	1-2,6,9	5	1-3,6,9	10	1-6,9-10,14,16
PRKDC	ENST00000314191	86	0		7	33,41,58,62,69,72,84	27	10-13,24-25,27,33,35-37,41,43,46,55,58-59,62,64,66,69-70,72-75,84
PRKG1	ENST00000373980	18	0		1	2	5	1-2,4,14-15
PRKG2	ENST00000264399	18	0		2	3-4	5	2-4,12,14
PRKN	ENST00000366898	12	0		0		0	
PRKRA	ENST00000325748	8	0		0		1	5
PRLR	ENST00000618457	8	0		0		3	5-6,10
PRMT7	ENST00000441236	17	2	10-11	2	10-11	3	10-11,15
PRMT9	ENST00000322396	12	0		0		0	
PRNP	ENST00000379440	1	0		0		0	
PROC	ENST00000234071	8	0		0		0	
PRODH	ENST00000357068	14	4	1,12-14	5	1-2,12-14	6	1-2,11-14
PRODH2	ENST00000653904	10	0		1	10	1	10
PROK2	ENST00000295619	4	0		0		1	1
PROKR2	ENST00000678254	2	0		0		0	
PROM1	ENST00000447510	26	0		1	2	4	2,5,7,23
PROP1	ENST00000308304	3	0		1	1	3	1-3
PRORP	ENST00000534898	7	0		0		4	2,4,7-8
PROS1	ENST00000394236	15	0		0		1	8
PROSER1	ENST00000352251	13	2	9,11	2	9,11	5	4-5,9,11-12
PROZ	ENST00000375547	8	0		0		0	
PRPF19	ENST00000227524	16	0		1	3	2	3,16
PRPF3	ENST00000324862	15	0		0		0	
PRPF31	ENST00000321030	13	6	2-5,8,13	12	2-11,13-14	13	2-14
PRPF4	ENST00000374198	14	0		0		2	3,14
PRPF6	ENST00000266079	21	0		0		0	
PRPF8	ENST00000304992	42	0		0		1	9
PRPH	ENST00000257860	9	0		0		0	
PRPH2	ENST00000230381	3	0		0		0	
PRPS1	ENST00000372435	7	0		0		0	
PRR12	ENST00000418929	14	0		1	1	3	1,4-5
PRRT2	ENST00000358758	3	0		1	2	1	2
PRRX1	ENST00000239461	4	0		0		0	
PRSS1	ENST00000311737	5	0		1	2	1	2
PRSS12	ENST00000296498	13	0		1	1	1	1
PRSS2	ENST00000539842	5	1	1	5	1-5	5	1-5
PRSS56	ENST00000617714	13	0		0		4	4,7-8,13
PRSS8	ENST00000317508	6	0		1	6	1	6
PRUNE1	ENST00000271620	8	0		0		0	
PRX	ENST00000324001	4	0		0		0	
PSAP	ENST00000394936	14	0		0		0	
