gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
NRL	ENST00000561028	2	0		1	3	1	3	754	0	0.0	353	46.8	353	46.8
NRP1	ENST00000374867	17	1	13	2	13,17	9	2,3,4,6,7,9,11,13,17	3112	158	5.1	468	15.0	1953	62.8
NRROS	ENST00000328557	2	0		0		0		2119	0	0.0	0	0.0	0	0.0
NRXN1	ENST00000401669	22	2	10,14	6	2,8,10,14,15,16	9	2,5,6,8,9,10,14,15,16	4964	806	16.2	2185	44.0	2998	60.4
NRXN2	ENST00000265459	22	1	2	1	2	2	2,23	5579	750	13.4	750	13.4	1657	29.7
NRXN3	ENST00000335750	20	2	8,17	2	8,17	10	2,5,7,8,12,13,14,15,17,19	5116	596	11.6	596	11.6	3381	66.1
NSD1	ENST00000439151	22	0		0		0		8531	0	0.0	0	0.0	0	0.0
NSD2	ENST00000508803	21	1	6	1	6	7	2,4,5,6,7,15,22	4518	165	3.7	165	3.7	2129	47.1
NSDHL	ENST00000370274	7	0		0		0		1262	0	0.0	0	0.0	0	0.0
NSF	ENST00000398238	21	5	1,10,12,14,18	13	1,3,5,8,10,12,14,15,16,17,18,19,20	21	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21	2655	758	28.5	1792	67.5	2655	100.0
NSMCE2	ENST00000287437	6	1	3	1	3	2	3,4	864	177	20.5	177	20.5	304	35.2
NSMCE3	ENST00000332303	1	0		1	1	1	1	935	0	0.0	935	100.0	935	100.0
NSMF	ENST00000371475	16	1	1	1	1	1	1	1913	91	4.8	91	4.8	91	4.8
NSRP1	ENST00000247026	7	0		0		2	4,7	1817	0	0.0	0	0.0	1229	67.6
NSUN2	ENST00000264670	19	0		3	12,14,19	6	7,12,13,14,17,19	2684	0	0.0	557	20.8	1134	42.3
NSUN3	ENST00000314622	6	0		1	3	3	3,4,6	1143	0	0.0	364	31.8	839	73.4
NSUN6	ENST00000377304	11	0		0		5	2,4,8,9,10	1630	0	0.0	0	0.0	786	48.2
NT5C	ENST00000245552	5	1	1	1	1	1	1	706	194	27.5	194	27.5	194	27.5
NT5C2	ENST00000404739	17	1	16	1	16	3	5,15,16	2026	72	3.6	72	3.6	401	19.8
NT5C3A	ENST00000610140	9	0		0		0		1176	0	0.0	0	0.0	0	0.0
NT5E	ENST00000257770	9	0		0		0		1905	0	0.0	0	0.0	0	0.0
NTAN1	ENST00000287706	10	2	1,10	4	1,7,9,10	8	1,2,4,5,7,8,9,10	1133	301	26.6	509	44.9	973	85.9
NTF3	ENST00000423158	2	0		0		0		853	0	0.0	0	0.0	0	0.0
NTF4	ENST00000593537	1	0		0		0		653	0	0.0	0	0.0	0	0.0
NTHL1	ENST00000651570	6	0		0		0		1035	0	0.0	0	0.0	0	0.0
NTN1	ENST00000173229	6	1	2	1	2	1	2	1935	1038	53.6	1038	53.6	1038	53.6
NTN3	ENST00000293973	6	1	6	3	1,5,6	3	1,5,6	1863	370	19.9	1413	75.8	1413	75.8
NTNG1	ENST00000370068	7	0		0		4	2,3,4,8	1760	0	0.0	0	0.0	1370	77.8
NTNG2	ENST00000393229	7	1	8	1	8	1	8	1733	256	14.8	256	14.8	256	14.8
NTRK1	ENST00000524377	17	0		1	1	1	1	2731	0	0.0	232	8.5	232	8.5
NTRK2	ENST00000277120	18	0		1	9	1	9	2877	0	0.0	326	11.3	326	11.3
NUAK1	ENST00000261402	7	0		2	2,3	3	2,3,7	2126	0	0.0	313	14.7	1487	69.9
NUAK2	ENST00000367157	7	1	7	1	7	1	7	2027	1084	53.5	1084	53.5	1084	53.5
NUBP2	ENST00000262302	7	0		1	3	2	1,3	956	0	0.0	219	22.9	255	26.7
NUBPL	ENST00000281081	11	0		0		0		1180	0	0.0	0	0.0	0	0.0
NUDCD2	ENST00000302764	4	0		0		1	1	554	0	0.0	0	0.0	209	37.7
NUDCD3	ENST00000355451	6	1	3	1	3	2	2,3	1206	153	12.7	153	12.7	490	40.6
NUDT15	ENST00000258662	3	0		0		2	2,3	555	0	0.0	0	0.0	377	67.9
NUDT19	ENST00000397061	3	1	1	1	1	1	1	1188	734	61.8	734	61.8	734	61.8
NUDT2	ENST00000379158	2	0		1	5	1	5	484	0	0.0	337	69.6	337	69.6
NUF2	ENST00000271452	13	0		1	14	3	10,12,14	1655	0	0.0	155	9.4	509	30.8
NUMA1	ENST00000393695	25	0		0		1	15	6848	0	0.0	0	0.0	3386	49.4
NUP107	ENST00000229179	28	0		1	27	8	5,7,12,21,24,25,27,28	3338	0	0.0	188	5.6	1261	37.8
NUP133	ENST00000261396	26	1	22	1	22	10	1,6,7,9,10,13,18,19,20,22	3991	139	3.5	139	3.5	1833	45.9
NUP155	ENST00000231498	35	0		0		1	28	4876	0	0.0	0	0.0	175	3.6
NUP160	ENST00000378460	36	2	7,33	3	3,7,33	9	3,7,13,15,18,20,28,29,33	4929	341	6.9	572	11.6	1545	31.3
NUP188	ENST00000372577	44	1	2	2	2,6	5	2,6,16,17,28	6130	75	1.2	140	2.3	550	9.0
NUP205	ENST00000285968	43	1	42	1	42	15	2,3,5,7,9,13,18,19,21,23,29,36,37,39,42	6899	94	1.4	94	1.4	2546	36.9
NUP210L	ENST00000368559	40	0		1	17	16	5,6,7,9,12,16,17,21,25,28,30,31,34,35,36,37	6467	0	0.0	213	3.3	2945	45.5
NUP214	ENST00000359428	36	0		1	7	6	2,7,11,12,17,31	6993	0	0.0	124	1.8	1373	19.6
NUP37	ENST00000552283	9	0		1	3	4	2,3,8,10	1161	0	0.0	145	12.5	526	45.3
NUP50	ENST00000347635	7	0		0		2	4,5	1547	0	0.0	0	0.0	890	57.5
NUP54	ENST00000264883	12	0		1	3	2	3,6	1764	0	0.0	164	9.3	381	21.6
NUP62	ENST00000352066	1	0		0		0		1589	0	0.0	0	0.0	0	0.0
NUP85	ENST00000245544	19	0		0		2	3,8	2351	0	0.0	0	0.0	338	14.4
NUP88	ENST00000573584	17	1	15	2	1,15	7	1,5,6,8,11,15,17	2566	147	5.7	464	18.1	1250	48.7
NUP93	ENST00000308159	21	0		0		2	2,9	2880	0	0.0	0	0.0	352	12.2
NUS1	ENST00000368494	5	1	4	1	4	1	4	982	120	12.2	120	12.2	120	12.2
NUTM2F	ENST00000253262	7	0		0		1	2	2411	0	0.0	0	0.0	717	29.7
NUTM2G	ENST00000372322	7	0		0		0		2366	0	0.0	0	0.0	0	0.0
NXN	ENST00000336868	8	1	1	1	1	2	1,2	1468	380	25.9	380	25.9	518	35.3
NXNL1	ENST00000301944	2	0		0		0		679	0	0.0	0	0.0	0	0.0
NXPE4	ENST00000375478	5	0		1	6	2	3,6	1735	0	0.0	556	32.0	1310	75.5
NYNRIN	ENST00000382554	8	0		0		2	3,4	5857	0	0.0	0	0.0	2256	38.5
NYX	ENST00000378220	2	0		1	3	1	3	1471	0	0.0	1429	97.1	1429	97.1
OAS1	ENST00000202917	6	0		1	2	3	2,3,6	1323	0	0.0	309	23.4	699	52.8
OAS2	ENST00000392583	10	0		0		4	2,3,8,10	2264	0	0.0	0	0.0	887	39.2
OAT	ENST00000368845	9	0		0		0		1500	0	0.0	0	0.0	0	0.0
OBSCN	ENST00000680850	115	5	2,9,62,65,105	16	2,9,10,11,13,26,32,37,40,42,46,62,65,67,90,105	45	2,3,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,26,31,32,33,35,36,37,39,40,42,46,48,50,51,52,53,54,56,61,62,65,67,70,73,90,105,112,114	29078	4070	14.0	7108	24.4	15252	52.5
OBSL1	ENST00000404537	21	1	1	3	1,5,15	13	1,4,5,6,7,8,9,12,13,14,15,17,20	6111	1032	16.9	1636	26.8	4477	73.3
OCA2	ENST00000354638	23	1	12	1	12	2	3,12	2977	77	2.6	77	2.6	196	6.6
OCEL1	ENST00000215061	6	0		0		0		915	0	0.0	0	0.0	0	0.0
OCLN	ENST00000396442	8	0		0		0		1729	0	0.0	0	0.0	0	0.0
OCRL	ENST00000371113	24	0		0		0		3186	0	0.0	0	0.0	0	0.0
OCSTAMP	ENST00000279028	3	0		0		0		1761	0	0.0	0	0.0	0	0.0
ODAD1	ENST00000674294	14	2	12,15	2	12,15	3	12,15,16	2404	288	12.0	288	12.0	851	35.4
ODAD2	ENST00000305242	19	0		1	19	8	3,4,8,11,15,18,19,20	3515	0	0.0	242	6.9	1544	43.9
ODAD3	ENST00000356392	13	0		0		0		2048	0	0.0	0	0.0	0	0.0
ODAD4	ENST00000377540	12	1	9	1	9	2	9,12	2259	217	9.6	217	9.6	728	32.2
ODAPH	ENST00000311623	2	0		0		0		433	0	0.0	0	0.0	0	0.0
ODC1	ENST00000234111	10	0		0		1	5	1586	0	0.0	0	0.0	193	12.2
ODF4	ENST00000328248	3	0		1	1	1	1	834	0	0.0	474	56.8	474	56.8
OFD1	ENST00000340096	23	0		1	16	3	13,16,20	3499	0	0.0	626	17.9	1014	29.0
OGDH	ENST00000222673	22	0		1	2	2	2,9	3512	0	0.0	242	6.9	442	12.6
OGDHL	ENST00000374103	22	1	11	1	11	1	11	3473	200	5.8	200	5.8	200	5.8
OGG1	ENST00000344629	7	0		0		0		1178	0	0.0	0	0.0	0	0.0
OGT	ENST00000373719	22	0		6	2,12,15,16,20,22	16	2,3,7,8,9,10,12,13,15,16,17,18,19,20,21,22	3581	0	0.0	1206	33.7	2966	82.8
OLAH	ENST00000378228	7	0		0		2	4,6	938	0	0.0	0	0.0	349	37.2
OLFM1	ENST00000371793	6	0		0		0		1578	0	0.0	0	0.0	0	0.0
OLFML2A	ENST00000373580	8	0		1	1	1	1	2119	0	0.0	110	5.2	110	5.2
OLFML3	ENST00000320334	3	0		0		1	2	1281	0	0.0	0	0.0	306	23.9
OLR1	ENST00000309539	6	0		0		2	3,6	942	0	0.0	0	0.0	428	45.4
OMG	ENST00000247271	1	0		0		0		1343	0	0.0	0	0.0	0	0.0
ONECUT1	ENST00000305901	2	0		1	1	2	1,2	1438	0	0.0	1125	78.2	1438	100.0
OOEP	ENST00000370359	3	0		0		1	2	510	0	0.0	0	0.0	200	39.2
OPA1	ENST00000361510	30	0		0		0		3648	0	0.0	0	0.0	0	0.0
OPA3	ENST00000263275	2	0		0		0		580	0	0.0	0	0.0	0	0.0
OPCML	ENST00000524381	8	0		0		0		1177	0	0.0	0	0.0	0	0.0
OPHN1	ENST00000355520	23	0		1	22	3	7,19,22	2869	0	0.0	186	6.5	497	17.3
OPLAH	ENST00000618853	26	2	16,17	4	15,16,17,19	6	15,16,17,18,19,27	4387	353	8.0	681	15.5	970	22.1
OPN1LW	ENST00000369951	6	0		0		0		1215	0	0.0	0	0.0	0	0.0
OPN1MW	ENST00000595290	6	0		0		0		1215	0	0.0	0	0.0	0	0.0
OPN1SW	ENST00000249389	5	0		0		0		1138	0	0.0	0	0.0	0	0.0
OPRM1	ENST00000330432	4	0		0		3	1,2,3	1283	0	0.0	0	0.0	1224	95.4
OPTN	ENST00000378747	13	0		0		0		1994	0	0.0	0	0.0	0	0.0
OR10G9	ENST00000375024	1	0		1	1	1	1	956	0	0.0	956	100.0	956	100.0
OR10H2	ENST00000305899	1	0		0		0		968	0	0.0	0	0.0	0	0.0
OR10Q1	ENST00000316770	1	0		0		0		980	0	0.0	0	0.0	0	0.0
OR10Z1	ENST00000641002	1	0		0		1	2	962	0	0.0	0	0.0	962	100.0
OR11A1	ENST00000377149	1	1	5	1	5	1	5	968	968	100.0	968	100.0	968	100.0
OR2J3	ENST00000641151	1	1	4	1	4	1	4	956	956	100.0	956	100.0	956	100.0
OR2W3	ENST00000360358	1	0		0		1	1	965	0	0.0	0	0.0	965	100.0
OR4N4	ENST00000328795	1	1	1	1	1	1	1	971	971	100.0	971	100.0	971	100.0
OR51A7	ENST00000641490	1	0		0		0		959	0	0.0	0	0.0	0	0.0
OR51D1	ENST00000641817	1	0		0		1	2	995	0	0.0	0	0.0	995	100.0
OR5A1	ENST00000641045	1	0		0		1	2	968	0	0.0	0	0.0	968	100.0
OR5L2	ENST00000378397	1	0		1	1	1	1	956	0	0.0	956	100.0	956	100.0
ORC1	ENST00000371568	16	0		0		0		2906	0	0.0	0	0.0	0	0.0
ORC4	ENST00000392857	13	0		0		0		1571	0	0.0	0	0.0	0	0.0
ORC6	ENST00000219097	7	0		0		0		899	0	0.0	0	0.0	0	0.0
ORMDL1	ENST00000392349	3	0		0		2	4,5	522	0	0.0	0	0.0	328	62.8
OSBP2	ENST00000332585	14	0		1	1	1	1	3031	0	0.0	664	21.9	664	21.9
OSBPL2	ENST00000313733	13	0		0		0		1703	0	0.0	0	0.0	0	0.0
OSBPL5	ENST00000263650	21	0		0		0		3060	0	0.0	0	0.0	0	0.0
OSBPL9	ENST00000428468	24	1	3	1	3	4	3,12,18,20	2691	99	3.7	99	3.7	571	21.2
OSGEP	ENST00000206542	11	0		0		1	3	1228	0	0.0	0	0.0	196	16.0
OSMR	ENST00000274276	17	0		0		0		3280	0	0.0	0	0.0	0	0.0
OSTC	ENST00000361564	4	0		0		1	3	530	0	0.0	0	0.0	218	41.1
OSTM1	ENST00000193322	6	0		0		0		1125	0	0.0	0	0.0	0	0.0
OTC	ENST00000039007	10	0		0		0		1265	0	0.0	0	0.0	0	0.0
OTOA	ENST00000646100	28	0		0		0		3980	0	0.0	0	0.0	0	0.0
OTOF	ENST00000272371	46	0		0		0		6914	0	0.0	0	0.0	0	0.0
OTOF	ENST00000339598	28	0		0		1	22	4253	0	0.0	0	0.0	181	4.3
OTOG	ENST00000399397	56	1	2	2	2,3	5	2,3,6,36,44	9862	81	0.8	162	1.6	2359	23.9
OTOGL	ENST00000547103	58	1	19	8	19,28,33,39,46,47,54,56	34	2,7,11,16,18,19,21,22,24,25,26,27,28,29,32,33,34,39,40,43,44,45,46,47,48,49,51,52,53,54,55,56,58,59	8222	145	1.8	1479	18.0	5375	65.4
OTOP1	ENST00000296358	6	1	1	1	1	2	1,5	1959	423	21.6	423	21.6	1381	70.5
OTUD5	ENST00000376488	9	1	1	1	1	2	1,5	1881	614	32.6	614	32.6	783	41.6
OTUD6B	ENST00000404789	7	1	4	1	4	2	4,6	1022	333	32.6	333	32.6	460	45.0
OTUD7A	ENST00000307050	11	1	13	3	4,7,13	9	3,4,5,6,7,8,9,10,13	3022	1451	48.0	1799	59.5	2782	92.1
OTULIN	ENST00000284274	7	1	1	1	1	3	1,6,7	1199	172	14.3	172	14.3	677	56.5
OTX2	ENST00000672264	3	0		0		0		954	0	0.0	0	0.0	0	0.0
OVCH2	ENST00000533663	15	0		0		2	7,14	1998	0	0.0	0	0.0	362	18.1
OVOL2	ENST00000278780	4	0		0		1	2	908	0	0.0	0	0.0	241	26.5
OXA1L	ENST00000612549	10	0		0		1	3	1508	0	0.0	0	0.0	234	15.5
OXCT1	ENST00000196371	17	0		0		0		1903	0	0.0	0	0.0	0	0.0
OXGR1	ENST00000541038	1	0		0		1	4	1034	0	0.0	0	0.0	1034	100.0
OXR1	ENST00000517566	16	0		1	7	10	3,5,6,7,8,10,11,14,16,17	2942	0	0.0	170	5.8	1649	56.1
P2RX2	ENST00000643471	11	0		1	1	2	1,10	1636	0	0.0	193	11.8	279	17.1
P2RX6	ENST00000413302	12	0		0		0		1566	0	0.0	0	0.0	0	0.0
P2RX7	ENST00000328963	13	0		1	13	2	12,13	2048	0	0.0	518	25.3	640	31.2
P2RY12	ENST00000302632	1	0		0		0		1049	0	0.0	0	0.0	0	0.0
P2RY2	ENST00000393597	1	0		0		0		1154	0	0.0	0	0.0	0	0.0
P2RY8	ENST00000381297	1	0		0		0		1100	0	0.0	0	0.0	0	0.0
P3H1	ENST00000296388	15	0		0		1	14	2511	0	0.0	0	0.0	161	6.4
P3H2	ENST00000319332	15	0		1	1	1	1	2427	0	0.0	500	20.6	500	20.6
P4HA1	ENST00000394890	14	0		0		3	4,6,8	1885	0	0.0	0	0.0	629	33.4
P4HA2	ENST00000360568	14	0		0		0		1882	0	0.0	0	0.0	0	0.0
P4HA2	ENST00000379104	14	2	8,13	2	8,13	2	8,13	1888	286	15.1	286	15.1	286	15.1
P4HB	ENST00000331483	11	0		1	1	1	1	1747	0	0.0	165	9.4	165	9.4
P4HTM	ENST00000383729	9	1	1	2	1,7	2	1,7	1689	374	22.1	485	28.7	485	28.7
PABPC1	ENST00000318607	14	0		1	1	1	1	2191	0	0.0	213	9.7	213	9.7
PABPC1L	ENST00000217073	14	0		1	4	2	2,4	2140	0	0.0	160	7.5	374	17.5
PABPC5	ENST00000312600	1	0		0		1	2	1169	0	0.0	0	0.0	1169	100.0
PABPN1	ENST00000216727	7	1	1	1	1	1	1	1061	371	35.0	371	35.0	371	35.0
PACS1	ENST00000320580	24	1	1	1	1	1	1	3372	376	11.2	376	11.2	376	11.2
PACS2	ENST00000447393	25	1	1	1	1	1	1	3215	139	4.3	139	4.3	139	4.3
PACSIN1	ENST00000244458	9	0		0		2	7,9	1515	0	0.0	0	0.0	349	23.0
PACSIN3	ENST00000298838	9	0		0		0		1455	0	0.0	0	0.0	0	0.0
PADI3	ENST00000375460	16	0		0		1	2	2315	0	0.0	0	0.0	201	8.7
PADI4	ENST00000375448	16	0		2	10,13	3	10,11,13	2312	0	0.0	251	10.9	426	18.4
PADI6	ENST00000619609	16	0		1	15	1	15	2405	0	0.0	182	7.6	182	7.6
PAF1	ENST00000221265	14	0		0		0		1876	0	0.0	0	0.0	0	0.0
PAFAH1B1	ENST00000397195	10	0		0		0		1433	0	0.0	0	0.0	0	0.0
PAH	ENST00000553106	13	0		0		0		1619	0	0.0	0	0.0	0	0.0
PAICS	ENST00000512576	9	0		0		6	2,3,4,6,7,9	1458	0	0.0	0	0.0	1109	76.1
PAK1	ENST00000356341	14	1	8	1	8	4	2,7,8,13	1918	84	4.4	84	4.4	706	36.8
PAK2	ENST00000327134	14	1	10	1	10	5	4,7,10,13,14	1855	133	7.2	133	7.2	829	44.7
PAK3	ENST00000372007	14	0		0		0		1915	0	0.0	0	0.0	0	0.0
PAK6	ENST00000560346	8	0		0		2	5,6	2206	0	0.0	0	0.0	1192	54.0
PALB2	ENST00000261584	13	0		0		0		3821	0	0.0	0	0.0	0	0.0
PALLD	ENST00000505667	20	0		0		0		3772	0	0.0	0	0.0	0	0.0
PALS1	ENST00000261681	13	1	10	2	3,10	6	3,6,9,10,12,15	2288	92	4.0	479	20.9	1235	54.0
PAM16	ENST00000318059	5	0		0		3	1,3,5	478	0	0.0	0	0.0	287	60.0
PAN2	ENST00000440411	25	0		0		0		4097	0	0.0	0	0.0	0	0.0
PANK2	ENST00000610179	7	1	1	1	1	1	1	1523	318	20.9	318	20.9	318	20.9
PANK4	ENST00000378466	19	2	10,14	6	1,4,7,10,14,19	11	1,3,4,6,7,9,10,14,16,17,19	2702	252	9.3	1036	38.3	1812	67.1
PANX1	ENST00000227638	5	0		1	1	1	1	1381	0	0.0	201	14.6	201	14.6
PAPPA	ENST00000328252	22	1	1	3	1,5,10	6	1,3,4,5,10,17	5324	435	8.2	862	16.2	1534	28.8
PAPPA2	ENST00000367662	22	0		1	5	11	2,4,5,6,8,11,12,14,15,18,19	5816	0	0.0	314	5.4	3297	56.7
PAPSS1	ENST00000265174	12	0		1	10	2	3,10	2115	0	0.0	289	13.7	545	25.8
PAPSS2	ENST00000456849	13	0		0		1	3	2120	0	0.0	0	0.0	256	12.1
PAQR7	ENST00000675840	1	0		0		0		1061	0	0.0	0	0.0	0	0.0
PARK7	ENST00000338639	6	0		0		1	3	690	0	0.0	0	0.0	122	17.7
PARN	ENST00000437198	24	0		8	1,7,8,10,13,19,22,23	22	1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	2400	0	0.0	972	40.5	2236	93.2
PARP1	ENST00000366794	23	0		0		0		3505	0	0.0	0	0.0	0	0.0
PARP10	ENST00000313028	11	0		0		1	7	3298	0	0.0	0	0.0	117	3.5
PARP6	ENST00000569795	22	0		0		1	14	2333	0	0.0	0	0.0	146	6.3
PARS2	ENST00000371279	1	0		0		0		1448	0	0.0	0	0.0	0	0.0
PATL2	ENST00000682850	15	0		2	5,14	2	5,14	1932	0	0.0	406	21.0	406	21.0
PAX1	ENST00000613128	5	1	1	1	1	1	1	1474	306	20.8	306	20.8	306	20.8
PAX2	ENST00000355243	10	0		0		0		1385	0	0.0	0	0.0	0	0.0
PAX3	ENST00000392070	9	0		0		1	5	1635	0	0.0	0	0.0	226	13.8
PAX4	ENST00000639438	10	0		0		0		1256	0	0.0	0	0.0	0	0.0
PAX5	ENST00000358127	10	1	8	2	7,8	3	3,7,8	1376	122	8.9	272	19.8	490	35.6
PAX6	ENST00000640368	11	0		0		0		1531	0	0.0	0	0.0	0	0.0
PAX7	ENST00000420770	9	0		0		2	1,6	1698	0	0.0	0	0.0	291	17.1
PAX8	ENST00000429538	11	0		0		0		1573	0	0.0	0	0.0	0	0.0
PAX9	ENST00000361487	4	0		0		0		1106	0	0.0	0	0.0	0	0.0
PBRM1	ENST00000707071	31	0		1	28	7	2,4,16,18,22,28,29	5735	0	0.0	185	3.2	1931	33.7
PBX1	ENST00000420696	9	0		0		3	1,5,6	1473	0	0.0	0	0.0	547	37.1
PC	ENST00000393960	20	0		0		0		3937	0	0.0	0	0.0	0	0.0
PCARE	ENST00000331664	2	0		0		0		3907	0	0.0	0	0.0	0	0.0
PCBD1	ENST00000299299	4	0		1	1	1	1	395	0	0.0	23	5.8	23	5.8
PCBP2	ENST00000546463	14	0		0		1	11	1369	0	0.0	0	0.0	93	6.8
PCCA	ENST00000376285	24	0		0		0		2667	0	0.0	0	0.0	0	0.0
PCCB	ENST00000251654	15	0		0		0		1920	0	0.0	0	0.0	0	0.0
PCDH10	ENST00000264360	5	0		0		2	1,4	3223	0	0.0	0	0.0	2977	92.4
PCDH11X	ENST00000682573	7	0		0		2	7,10	4184	0	0.0	0	0.0	145	3.5
PCDH12	ENST00000231484	4	0		0		1	4	3635	0	0.0	0	0.0	445	12.2
PCDH15	ENST00000320301	32	0		0		0		6508	0	0.0	0	0.0	0	0.0
PCDH15	ENST00000644397	37	3	33,34,35	4	33,34,35,38	6	18,30,33,34,35,38	5963	184	3.1	756	12.7	1144	19.2
PCDH19	ENST00000373034	6	0		0		0		3567	0	0.0	0	0.0	0	0.0
PCDH7	ENST00000695919	3	0		1	3	2	1,3	3828	0	0.0	397	10.4	3591	93.8
PCDH9	ENST00000377865	4	0		1	5	2	2,5	3794	0	0.0	394	10.4	3450	90.9
PCDHA9	ENST00000532602	4	0		0		0		2933	0	0.0	0	0.0	0	0.0
PCDHB4	ENST00000194152	1	0		0		0		2408	0	0.0	0	0.0	0	0.0
PCDHGA4	ENST00000571252	4	0		0		0		2969	0	0.0	0	0.0	0	0.0
PCDHGA5	ENST00000518069	4	0		0		1	1	2876	0	0.0	0	0.0	2441	84.9
PCDHGA8	ENST00000398604	4	0		0		0		2879	0	0.0	0	0.0	0	0.0
PCDHGC4	ENST00000306593	4	0		0		0		2897	0	0.0	0	0.0	0	0.0
PCED1A	ENST00000360652	7	0		0		2	7,8	1505	0	0.0	0	0.0	564	37.5
PCGF1	ENST00000233630	9	0		0		0		960	0	0.0	0	0.0	0	0.0
PCGF2	ENST00000620225	9	1	11	3	3,8,11	3	3,8,11	1215	398	32.8	605	49.8	605	49.8
PCIF1	ENST00000372409	15	0		0		0		2415	0	0.0	0	0.0	0	0.0
PCK1	ENST00000319441	9	0		1	3	5	3,6,7,8,10	2049	0	0.0	202	9.9	1257	61.3
PCK2	ENST00000216780	10	0		1	10	4	3,6,7,10	2123	0	0.0	475	22.4	1102	51.9
PCLO	ENST00000333891	25	1	21	3	4,19,21	9	1,3,4,7,11,15,19,21,24	15929	162	1.0	1100	6.9	5443	34.2
PCNA	ENST00000379143	6	0		1	4	1	4	906	0	0.0	215	23.7	215	23.7
PCNT	ENST00000359568	47	0		0		1	30	10951	0	0.0	0	0.0	791	7.2
PCNX2	ENST00000258229	34	0		2	5,33	9	2,5,6,8,11,13,31,32,33	7094	0	0.0	1806	25.5	3183	44.9
PCNX4	ENST00000406854	10	0		4	4,7,9,10	9	2,3,4,6,7,8,9,10,11	3719	0	0.0	2153	57.9	3598	96.7
PCSK1	ENST00000311106	14	0		0		0		2542	0	0.0	0	0.0	0	0.0
PCSK7	ENST00000320934	15	0		1	17	2	12,17	2658	0	0.0	380	14.3	503	18.9
PCSK9	ENST00000302118	12	0		0		1	6	2319	0	0.0	0	0.0	217	9.4
PCYT1A	ENST00000431016	8	1	9	1	9	2	7,9	1264	227	18.0	227	18.0	390	30.9
PCYT2	ENST00000538936	13	1	1	1	1	1	1	1430	109	7.6	109	7.6	109	7.6
PDCD1	ENST00000334409	5	0		2	2,5	2	2,5	967	0	0.0	640	66.2	640	66.2
PDCD10	ENST00000392750	7	0		0		0		779	0	0.0	0	0.0	0	0.0
PDCD6IP	ENST00000307296	18	1	7	3	7,13,18	9	1,5,7,8,10,12,13,17,18	2967	137	4.6	601	20.3	1843	62.1
PDCL3	ENST00000264254	6	0		0		1	4	840	0	0.0	0	0.0	164	19.5
PDE10A	ENST00000539869	22	1	1	1	1	6	1,4,7,13,14,18	3608	885	24.5	885	24.5	1765	48.9
PDE11A	ENST00000286063	20	0		0		0		3202	0	0.0	0	0.0	0	0.0
PDE12	ENST00000311180	3	0		1	3	1	3	1890	0	0.0	463	24.5	463	24.5
PDE1C	ENST00000396191	18	0		0		1	14	2490	0	0.0	0	0.0	196	7.9
PDE2A	ENST00000334456	31	0		0		1	8	3446	0	0.0	0	0.0	174	5.0
PDE3A	ENST00000359062	16	1	7	2	1,7	9	1,3,4,6,7,9,10,12,15	3746	106	2.8	1086	29.0	2568	68.6
PDE4A	ENST00000380702	15	1	7	2	1,7	2	1,7	2961	114	3.9	454	15.3	454	15.3
PDE4D	ENST00000340635	15	2	1,14	5	1,8,10,14,15	6	1,2,8,10,14,15	2730	678	24.8	1493	54.7	1705	62.5
PDE6A	ENST00000255266	22	0		0		0		3023	0	0.0	0	0.0	0	0.0
PDE6B	ENST00000496514	22	0		0		0		3005	0	0.0	0	0.0	0	0.0
PDE6C	ENST00000371447	22	0		0		0		3017	0	0.0	0	0.0	0	0.0
PDE6D	ENST00000287600	5	0		0		0		553	0	0.0	0	0.0	0	0.0
PDE6G	ENST00000331056	3	0		0		0		324	0	0.0	0	0.0	0	0.0
PDE6H	ENST00000266395	3	0		0		0		312	0	0.0	0	0.0	0	0.0
PDE8B	ENST00000264917	22	0		0		1	1	3098	0	0.0	0	0.0	359	11.6
PDGFB	ENST00000331163	6	0		0		0		846	0	0.0	0	0.0	0	0.0
PDGFD	ENST00000393158	7	0		1	3	1	3	1253	0	0.0	201	16.0	201	16.0
PDGFRA	ENST00000257290	22	0		0		0		3710	0	0.0	0	0.0	0	0.0
PDGFRB	ENST00000261799	22	0		0		0		3761	0	0.0	0	0.0	0	0.0
PDGFRL	ENST00000251630	6	0		1	2	3	2,5,6	1248	0	0.0	318	25.5	687	55.0
PDHA1	ENST00000422285	11	0		0		0		1393	0	0.0	0	0.0	0	0.0
PDHA2	ENST00000295266	1	0		0		0		1187	0	0.0	0	0.0	0	0.0
PDHB	ENST00000302746	10	0		0		0		1280	0	0.0	0	0.0	0	0.0
PDHX	ENST00000227868	11	0		0		0		1726	0	0.0	0	0.0	0	0.0
PDIA2	ENST00000219406	11	0		0		1	3	1798	0	0.0	0	0.0	154	8.6
PDIA5	ENST00000316218	17	1	1	2	1,14	2	1,14	1900	62	3.3	213	11.2	213	11.2
PDIA6	ENST00000272227	13	0		0		1	1	1583	0	0.0	0	0.0	39	2.5
